Copper_Vol.,Copper_Price_MA_50,Copper_Price_EMA_12,Copper_Price_Volatility_30,Copper_Price_Lag_7,Copper_Price_Lag_30,Copper_Price_BB_Upper,Copper_Price_BB_Lower,Copper_Price_RSI_14,Copper_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Google_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
180.0,3.6947500000000004,3.801233620106601,0.010805451541408358,3.852,3.552,3.867659609038447,3.7282903909615523,54.56760048721068,1.8208399787347007,2.497,78.89,26436.2,935.1,1679.93,4436.01,15148.06,181.12,236.86,327.0,24.71,132.37,471.16,537150.0,427.55,135.52,294.24,1948.1
110.0,3.69742,3.7983515247055855,0.011040920075282,3.822,3.589,3.8676127162328675,3.728987283767132,48.96174863387982,-0.09244585314315268,2.56,80.35,26039.9,921.4,1634.29,4387.55,14908.96,177.23,233.19,322.46,23.763,129.08,456.68,531840.0,413.17,134.25,287.6,1926.0
100.0,3.69937,3.790374367058573,0.011144310710893859,3.844,3.621,3.86766594055839,3.728884059441609,43.67816091954024,-2.650383266207612,2.632,80.72,26126.0,910.4,1667.6,4399.77,14936.69,175.84,231.28,321.88,23.659,128.37,469.67,534700.0,408.29,134.68,289.9,1923.0
54520.0,3.7003199999999996,3.7773936952034077,0.011321094630488035,3.8295,3.6415,3.875082164150603,3.714167835849397,48.77479579929989,-3.7902388369678075,2.551,81.25,26053.2,916.25,1661.26,4369.71,14694.84,174.49,215.49,316.48,22.733,127.46,432.99,535817.0,404.53,133.22,283.25,1916.5
73410.0,3.70123,3.7641792805567293,0.01024830131825577,3.7855,3.7375,3.8817647083919478,3.6965352916080527,41.13207547169809,-3.4144427001569833,2.621,80.39,26635.7,900.15,1683.89,4370.36,14715.81,174.0,219.22,316.88,22.715,129.92,433.43,535821.0,403.0,133.98,285.09,1915.2
69280.0,3.7026899999999996,3.747767083548002,0.010284442305730673,3.779,3.708,3.889222025837455,3.6726779741625446,34.23312883435581,-4.851716961498431,2.592,79.38,28726.3,891.3,1807.81,4404.33,14876.47,176.57,225.6,320.4,22.535,128.7,434.86,537497.0,415.45,135.07,294.29,1928.3
83180.0,3.7042200000000003,3.735418301463694,0.00965738710672611,3.7875,3.6365,3.8939902723272484,3.655359727672751,24.50704225352102,-4.230317273795537,2.659,80.99,29195.3,892.2,1828.98,4437.86,15037.65,177.45,232.96,321.86,22.656,129.78,439.4,538107.0,423.7,137.67,301.95,1935.2
73510.0,3.70625,3.733892408930818,0.010051154970248707,3.8305,3.649,3.8923272053344165,3.6503727946655844,34.5543345543345,-1.5849953770968206,2.795,82.51,29426.7,906.8,1845.51,4489.72,15205.58,179.46,239.76,324.04,22.708,131.33,437.53,543150.0,427.78,140.57,306.19,1944.0
95100.0,3.7089000000000003,3.7316012690953078,0.01001534120172481,3.7825,3.67,3.888865371855792,3.645034628144208,36.65803108808283,-1.5877216194760568,2.77,83.19,29420.8,914.6,1848.88,4464.05,15028.07,177.79,242.65,321.01,22.743,129.56,408.55,542900.0,421.66,138.41,301.64,1946.6
81240.0,3.7129399999999997,3.7367395353883373,0.01018042113258978,3.7465,3.696,3.8889725158164787,3.6497774841835215,40.3658536585366,-0.5940594059405946,2.763,82.82,29449.0,914.8,1852.46,4468.83,15128.84,177.97,245.34,322.93,22.821,129.69,423.88,543680.0,429.98,138.56,305.74,1948.9
85710.0,3.71659,3.743933453020901,0.010208810369822425,3.706,3.696,3.8901548563408275,3.650745143659173,44.44444444444445,-1.2269938650306678,2.959,84.4,29578.0,892.7,1855.36,4467.71,15101.71,178.19,242.19,322.23,22.731,129.66,425.54,545280.0,428.9,137.85,305.21,1950.6
