Google_Vol.,Google_Price_MA_50,Google_Price_EMA_12,Google_Price_Volatility_30,Google_Price_Lag_7,Google_Price_Lag_30,Google_Price_BB_Upper,Google_Price_BB_Lower,Google_Price_RSI_14,Google_Price_ROC_10,Natural_Gas_Price,Crude_oil_Price,Copper_Price,Bitcoin_Price,Platinum_Price,Ethereum_Price,S&P_500_Price,Nasdaq_100_Price,Apple_Price,Tesla_Price,Microsoft_Price,Silver_Price,Nvidia_Price,Berkshire_Price,Netflix_Price,Amazon_Price,Meta_Price,Gold_Price
23300000.0,133.8782,130.2636395510886,0.013295333716375932,127.46,130.44,137.20380307908573,125.70619692091424,38.04188991719438,-2.0472916824053833,2.959,84.4,3.7835,29578.0,892.7,1855.36,4467.71,15101.71,178.19,242.19,322.23,22.731,425.54,545280.0,428.9,137.85,305.21,1950.6
23490000.0,133.747,130.43846423553651,0.012674751597448831,129.92,133.74,136.87423039535767,125.72976960464233,51.042223409941236,1.7973349860551435,2.777,82.92,3.7665,29777.4,904.45,1856.24,4499.38,15273.05,179.8,249.7,326.05,22.807,446.64,553101.0,438.3,139.94,312.64,1959.9
22750000.0,133.5832,130.60639281468474,0.011082543459814355,128.7,138.04,136.25417619659459,125.92582380340541,54.65838509316771,2.4616343382410255,2.725,81.94,3.835,29204.2,926.9,1829.11,4518.44,15407.85,178.85,251.45,330.11,23.232,454.17,551920.0,440.76,142.22,316.56,1970.0
26150000.0,133.3634,130.22233238165632,0.011929843705625083,129.78,138.21,135.56445077425462,125.86054922574539,46.029481692819814,0.5099639102463582,2.577,82.82,3.8675,29105.5,928.5,1830.24,4478.03,15274.92,181.99,253.86,327.78,23.716,446.8,533600.0,431.6,139.57,310.73,1976.1
19251000.0,133.18519999999998,129.94966586140148,0.011947354346821022,131.33,137.4,134.5361744467202,126.11682555327982,39.56336528221508,-1.1314655172413812,2.565,81.55,3.8995,29189.3,921.8,1835.98,4501.89,15353.54,191.17,259.32,326.66,23.697,445.15,541000.0,431.0,128.91,313.19,1968.8
25940000.0,132.9734,129.70817880580125,0.011873189376749638,129.56,138.1,133.33291841929042,126.57008158070961,47.750642673521796,-0.2486402486402417,2.477,79.49,3.8435,29173.7,930.4,1840.21,4513.39,15370.74,192.58,254.11,327.5,23.872,442.69,533800.0,429.7,128.21,314.31,1975.0
23050000.0,132.7934,129.99153591260105,0.01275835674260363,129.69,136.71,132.5180877461262,127.08291225387379,58.823529411764724,1.3638465094775842,2.56,81.37,3.9085,29712.2,940.4,1874.21,4576.73,15718.01,195.6,261.07,336.34,24.326,465.07,534400.0,438.62,131.69,322.71,1978.8
27990000.0,132.6866,130.41129961835472,0.01277490806881605,129.66,135.34,132.85937235439752,126.91262764560251,64.38730853391687,1.0584024975253126,2.634,81.8,4.008,29232.4,958.6,1856.17,4588.96,15757.0,196.45,267.43,335.92,24.972,467.29,535400.0,438.97,133.68,318.6,2009.2
36590000.0,132.5698,130.74494583091553,0.012563770524001662,131.4,136.92,133.22913374179817,126.81286625820186,58.333333333333414,2.3309663476381637,2.638,80.58,3.9265,29315.0,943.7,1874.23,4582.23,15750.93,195.83,266.44,338.37,24.495,467.5,533113.0,425.78,132.21,325.48,1999.9
44950000.0,132.40619999999998,130.53803108769776,0.013240500354764857,131.53,136.38,133.22062736352996,126.78337263647005,51.95312500000004,-0.22361014727426687,2.492,80.09,3.8755,29222.7,945.0,1861.32,4537.41,15464.93,193.22,255.71,330.72,24.243,459.0,531650.0,413.17,128.25,311.71,1965.3
61680000.0,132.2902,130.3429493818981,0.013182861000446154,128.11,135.26,132.87861655678438,126.81538344321565,48.49734826163821,-0.3007866728366393,2.665,78.78,3.902,29352.2,972.0,1872.0,4566.75,15499.26,194.5,264.35,337.77,24.841,454.52,531900.0,422.67,128.15,298.57,1989.7
